04/25/2019 23:27:11             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:10             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:09             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:08             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:07             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:06             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:05             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:04             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:03             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:02             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:01             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:27:00             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:59             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:58             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:57             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:56             ;   ;                       ;0.327              ;384.480           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:55             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:54             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:53             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:52             ;   ;                       ;0.327              ;384.479           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:51             ;   ;                       ;0.327              ;384.478           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:50             ;   ;                       ;0.327              ;384.478           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:49             ;   ;                       ;0.327              ;384.478           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:48             ;   ;                       ;0.327              ;384.477           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:47             ;   ;                       ;0.327              ;384.477           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:46             ;   ;                       ;0.327              ;384.477           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:45             ;   ;                       ;0.327              ;384.476           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:44             ;   ;                       ;0.327              ;384.476           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:43             ;   ;                       ;0.327              ;384.475           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:42             ;   ;                       ;0.327              ;384.475           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:41             ;   ;                       ;0.327              ;384.474           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:40             ;   ;                       ;0.327              ;384.474           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:39             ;   ;                       ;0.327              ;384.473           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:38             ;   ;                       ;0.327              ;384.473           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:37             ;   ;                       ;0.327              ;384.472           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:36             ;   ;                       ;0.327              ;384.472           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:35             ;   ;                       ;0.327              ;384.471           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:34             ;   ;                       ;0.327              ;384.471           ;     ;           ;         ;     ;  ;           ;          
04/25/2019 23:26:33             ;   ;                       ;0.327              ;384.470           ;     ;           ;         ;     ;  ;           ;          
